"81","Leafy Apple","94","139.17","351","True"
"82","Bulbous Crown of Thorns","64","105.80","190","True"
"83","Vibrant Peony","4","177.18","43","True"
"84","Robust Tomato","26","86.39","790","True"
"85","Sweet Panda Plant","26","51.31","923","True"
"86","Trailing Tulip","11","73.56","5","True"
"87","Golden Mint","28","132.32","544","True"
"88","Hearty Blueberry","38","199.15","637","True"
"89","Miniature Peony","14","163.01","212","True"
"90","Trailing Christmas Cactus","33","47.90","584","True"
"91","Frosty Rosemary","95","104.03","133","True"
"92","Colorful Zebra Haworthia","64","115.96","415","True"
"93","Glossy Panda Plant","14","113.65","471","True"
"94","Giant Lavender","94","81.93","782","True"
"95","Frosty Cilantro","64","133.85","746","True"
"96","Vibrant Daffodil","29","173.56","494","True"
"97","Fragrant Peony","19","22.34","66","True"
"98","Graceful Orchid","22","109.81","200","True"
"99","Evergreen Carrot","54","199.92","663","True"
"100","Spiky Chrysanthemum","3","20.10","358","True"
"101","Classic Daffodil","74","21.49","711","True"
"102","Aromatic Oregano","28","100.91","426","True"
"103","Frosty Zebra Haworthia","41","48.43","998","True"
"104","Exuberant Marigold","52","126.05","322","True"
"105","Fresh Rosemary","41","128.17","313","True"
"106","Robust Thyme","11","75.73","741","True"
"107","Fresh Tomato","56","177.01","968","True"
"108","Thorny Tomato","75","33.07","872","True"
"109","Smooth Tarragon","35","42.70","281","True"
"110","Wild Carrot","96","82.51","617","True"
"111","Dwarf Lithops","17","64.51","734","True"
"112","Trailing Lithops","77","58.25","339","True"
"113","Elegant Aloe Vera","1","123.81","877","True"
"114","Golden Tomato","72","82.22","31","True"
"115","Wild Ghost Plant","3","193.34","151","True"
"116","Bright String of Pearls","43","193.34","228","True"
"117","Elegant Sunflower","48","200.93","802","True"
"118","Leafy Chives","4","131.99","600","True"
"119","Aromatic Tomato","43","169.51","934","True"
"120","Woody Zebra Haworthia","59","171.15","430","True"
"121","Shady Tarragon","52","117.56","416","True"
"122","Graceful Apple","29","170.52","90","True"
"123","Exotic Orchid","82","2.27","316","True"
"124","Silver Carrot","56","1.29","596","True"
"125","Sunny Apple","56","175.81","698","True"
"126","Silver Potato","90","198.16","185","True"
"127","Golden Lily","1","96.21","205","True"
"128","Royal Lavender","77","108.92","637","True"
"129","Compact Zebra Haworthia","88","135.05","931","True"
"130","Sweet String of Dolphins","52","45.02","916","True"
"131","Colorful Cilantro","96","8.77","718","True"
"132","Compact Daisy","54","34.35","285","True"
"133","Budding Potato","89","68.98","611","True"
"134","Evergreen Lettuce","88","104.25","78","True"
"135","Bright Cucumber","55","21.02","307","True"
"136","Bulbous Mint","75","55.68","539","True"
"137","Wild Strawberry","64","171.02","683","True"
"138","Giant Aloe Vera","43","83.89","540","True"
"139","Exotic Ghost Plant","48","16.68","330","True"
"140","Compact Lily","74","58.78","552","True"
"141","Medicinal Oregano","84","18.57","495","True"
"142","Miniature Daisy","43","122.70","903","True"
"143","Silver Tulip","5","146.91","980","True"
"144","Frosty Jade Plant","29","160.72","448","True"
"145","Tropical Spinach","68","144.73","474","True"
"146","Compact Lettuce","27","60.99","798","True"
"147","Colorful Cucumber","68","148.13","557","True"
"148","Wild Lavender","82","140.06","608","True"
"149","Lush Carrot","19","165.04","57","True"
"150","Compact Sunflower","43","108.77","938","True"
"151","Hardy Apple","64","104.61","211","True"
"152","Tropical Cilantro","5","6.41","4","True"
"153","Verdant Sunflower","77","111.87","604","True"
"154","Royal Crown of Thorns","54","53.63","599","True"
"155","Medicinal Lithops","72","23.73","107","True"
"156","Robust Oregano","95","71.79","417","True"
"157","Shimmering Zebra Haworthia","13","32.90","291","True"
"158","Hearty Spinach","8","48.88","31","True"
"159","Fragrant Lettuce","22","191.94","185","True"
"160","Smooth Daisy","89","110.70","224","True"
"161","Cascading Parsley","25","178.47","691","True"
"162","Graceful Cilantro","14","14.85","146","True"
"163","Delicate Tomato","17","101.58","403","True"
"164","Delicate Ghost Plant","48","25.49","817","True"
"165","Graceful Marigold","55","76.07","278","True"
"166","Thorny Lavender","64","58.18","389","True"
"167","Sweet Oregano","77","147.84","176","True"
"168","Wild Cucumber","8","82.97","224","True"
"169","Shimmering Lemon","3","130.07","374","True"
"170","Broadleaf Parsley","54","102.52","28","True"
"171","Hearty Apple","13","60.09","381","True"
"172","Dwarf Sage","64","169.20","500","True"
"173","Shady Daffodil","28","189.69","101","True"
"174","Wild Sage","22","182.69","794","True"
"175","Medicinal Chives","74","25.61","534","True"
"176","Bright Orchid","93","92.60","667","True"
"177","Exuberant Lemon","40","5.20","873","True"
"178","Cascading Mint","75","134.22","935","True"
"179","Soft Chrysanthemum","5","112.26","716","True"
"180","Glossy Apple","30","127.16","437","True"
"181","Wild Potato","64","76.64","63","True"
"182","Soft Crown of Thorns","77","119.21","193","True"
"183","Miniature Dill","40","124.09","134","True"
"184","Colorful Rosemary","64","98.73","926","True"
"185","Leafy Lily","75","27.28","892","True"
"186","Exuberant Cilantro","96","104.97","505","True"
"187","Silver Parsley","16","76.83","309","True"
"188","Graceful Zebra Haworthia","64","135.15","72","True"
"189","Hearty String of Dolphins","89","184.56","434","True"
"190","Wild Basil","88","177.95","833","True"
"191","Tropical Strawberry","49","97.24","143","True"
"192","Textured Sunflower","96","89.09","927","True"
"193","Shimmering Basil","33","4.33","704","True"
"194","Silver Basil","89","177.29","322","True"
"195","Spiky Thyme","54","21.18","954","True"
"196","Tropical Marigold","28","171.28","516","True"
"197","Leafy Lemon","89","104.06","962","True"
"198","Prickly Zebra Haworthia","11","72.00","785","True"
"199","Elegant Tulip","19","18.98","610","True"
"200","Shimmering Rosemary","16","108.76","69","True"
"201","Shimmering Tomato","11","97.67","568","True"
"202","Compact Cilantro","11","140.05","832","True"
"203","Woody Christmas Cactus","27","185.78","68","True"
"204","Golden Strawberry","94","194.14","196","True"
"205","Shimmering Marigold","43","16.88","424","True"
"206","Prickly Rosemary","29","184.78","594","True"
"207","Bushy Lemon","88","188.73","779","True"
"208","Silver Lemon","90","9.51","325","True"
"209","Royal Tulip","30","150.90","399","True"
"210","Golden Lemon","17","168.00","502","True"
"211","Smooth Christmas Cactus","29","137.38","382","True"
"212","Colorful Blueberry","83","120.91","56","True"
"213","Hearty Mint","8","64.00","303","True"
"214","Vibrant Oregano","89","72.31","180","True"
"215","Royal Rosemary","30","168.38","993","True"
"216","Elegant Pepper","17","56.71","97","True"
"217","Silver Sunflower","17","175.24","655","True"
"218","Compact Chives","26","59.57","892","True"
"219","Frosty Parsley","59","106.14","917","True"
"220","Leafy Tulip","94","1.65","133","True"
"221","Fragrant Lavender","93","43.12","825","True"
"222","Leafy Spinach","16","47.49","562","True"
"223","Frosty Ghost Plant","64","140.84","201","True"
"224","Golden Aloe Vera","29","112.61","201","True"
"225","Hardy Lithops","96","59.08","310","True"
"226","Fragrant Rosemary","35","34.98","783","True"
"227","Bold Mint","80","157.99","57","True"
"228","Fragrant Apple","88","108.35","883","True"
"229","Fresh Chives","3","74.67","574","True"
"230","Smooth Pepper","38","69.70","632","True"
"231","Silver String of Pearls","82","173.60","406","True"
"232","Fragrant Blueberry","80","181.32","563","True"
"233","Bulbous Christmas Cactus","49","86.48","681","True"
"234","Graceful Tulip","19","185.91","77","True"
"235","Elegant Cucumber","11","190.75","852","True"
"236","Spiky Jade Plant","56","24.60","69","True"
"237","Lush Crown of Thorns","74","32.42","375","True"
"238","Hearty Chrysanthemum","55","17.52","716","True"
"239","Textured Rosemary","11","70.92","408","True"
"240","Broadleaf Sage","82","46.39","921","True"
"241","Blooming Thyme","29","131.38","599","True"
"242","Wild Tarragon","30","14.66","313","True"
"243","Evergreen Lavender","54","133.19","487","True"
"244","Lush Pepper","5","49.55","648","True"
"245","Bulbous Lily","26","170.05","929","True"
"246","Spiky Daisy","48","180.88","213","True"
"247","Bulbous Sage","93","74.74","863","True"
"248","Silver Crown of Thorns","52","70.09","943","True"
"249","Spiky String of Pearls","17","186.81","806","True"
"250","Vibrant Christmas Cactus","75","147.57","765","True"
"251","Miniature Chrysanthemum","59","41.88","620","True"
"252","Compact Rose","5","70.10","329","True"
"253","Fresh Zebra Haworthia","1","14.21","180","True"
"254","Lush Jade Plant","35","109.43","951","True"
"255","Graceful Lettuce","49","85.01","79","True"
"256","Bold Marigold","83","37.83","684","True"
"257","Exotic Mint","54","93.91","964","True"
"258","Bright Jade Plant","41","90.54","25","True"
"259","Graceful Oregano","83","92.89","64","True"
"260","Hardy Orchid","84","146.74","358","True"
"261","Exuberant Potato","6","166.76","350","True"
"262","Shimmering Tulip","28","37.58","110","True"
"263","Hardy Rose","48","197.94","827","True"
"264","Textured Tulip","54","179.95","698","True"
"265","Bushy Daisy","93","159.70","858","True"
"266","Hearty Cucumber","49","114.16","866","True"
"267","Frosty Daffodil","43","187.57","387","True"
"268","Lush Lettuce","56","123.71","316","True"
"269","Fragrant Tomato","6","187.95","688","True"
"270","Hardy Mint","3","167.62","981","True"
"271","Cascading Carrot","80","54.54","323","True"
"272","Golden Chrysanthemum","94","6.62","984","True"
"273","Smooth Ghost Plant","93","104.18","621","True"
"274","Textured Echeveria","64","75.40","218","True"
"275","Glossy Oregano","5","28.25","130","True"
"276","Aromatic Tulip","84","187.75","423","True"
"277","Hardy Carrot","56","10.80","783","True"
"278","Colorful Marigold","75","187.62","692","True"
"279","Graceful Echeveria","80","86.94","275","True"
"280","Compact Tarragon","89","84.80","495","True"
"281","Medicinal Lavender","38","27.00","789","True"
"282","Vibrant Orchid","72","7.47","661","True"
"283","Shady Rose","17","71.53","701","True"
"284","Delicate Rose","14","148.29","397","True"
"285","Bright Basil","16","56.73","719","True"
"286","Glossy Carrot","48","17.75","100","True"
"287","Glossy Cucumber","13","166.34","906","True"
"288","Glossy Orchid","90","150.02","851","True"
"289","Woody Lettuce","29","101.37","727","True"
"290","Smooth Spinach","5","95.51","188","True"
"291","Medicinal Panda Plant","41","92.48","617","True"
"292","Fresh Dill","8","149.91","126","True"
"293","Classic Mint","6","189.71","778","True"
"294","Sunny Panda Plant","22","108.42","264","True"
"295","Thorny Pepper","6","85.12","633","True"
"296","Glossy Aloe Vera","19","45.56","895","True"
"297","Smooth Chrysanthemum","27","61.24","100","True"
"298","Frosty Daisy","54","114.89","168","True"
"299","Aromatic Christmas Cactus","64","0.86","638","True"
"300","Dwarf Basil","29","47.45","816","True"
"301","Vibrant Sunflower","1","189.07","757","True"
"302","Lush Zebra Haworthia","49","78.30","165","True"
"303","Silver Chrysanthemum","11","21.68","753","True"
"304","Tropical Chrysanthemum","64","83.61","630","True"
"305","Aromatic Strawberry","17","20.73","598","True"
"306","Frosty Spinach","19","83.03","40","True"
"307","Shimmering Lithops","17","82.14","104","True"
"308","Shady Dill","1","106.61","934","True"
"309","Leafy Mint","89","97.73","356","True"
"310","Aromatic Daffodil","26","70.77","587","True"
"311","Shimmering String of Dolphins","28","145.04","247","True"
"312","Broadleaf Oregano","4","162.34","200","True"
"313","Verdant Tarragon","90","170.84","750","True"
"314","Medicinal Cilantro","19","140.00","760","True"
"315","Fresh Tulip","59","161.66","506","True"
"316","Bulbous Rose","14","169.00","781","True"
"317","Exotic Lettuce","93","129.03","911","True"
"318","Soft Cilantro","49","1.09","180","True"
"319","Exuberant Oregano","89","165.46","471","True"
"320","Dwarf Tulip","29","126.70","96","True"
"321","Hearty Oregano","25","198.51","163","True"
"322","Royal Echeveria","89","140.93","754","True"
"323","Frosty Lavender","55","118.23","866","True"
"324","Giant Cucumber","74","94.59","166","True"
"325","Vibrant Cucumber","27","16.59","832","True"
"326","Sweet Christmas Cactus","59","7.59","393","True"
"327","Classic String of Dolphins","17","159.10","969","True"
"328","Cascading Christmas Cactus","35","13.98","473","True"
"329","Tropical Rosemary","88","149.10","115","True"
"330","Fresh Echeveria","28","146.19","871","True"
"331","Sunny Cilantro","25","169.56","160","True"
"332","Leafy String of Dolphins","27","186.72","35","True"
"333","Delicate Dill","11","31.05","442","True"
"334","Exuberant Peony","74","95.43","125","True"
"335","Dwarf Echeveria","95","95.53","509","True"
"336","Leafy Sunflower","27","157.13","61","True"
"337","Delicate Lithops","80","49.15","890","True"
"338","Robust Pepper","64","45.58","10","True"
"339","Exuberant Mint","4","126.53","553","True"
"340","Exuberant Lithops","93","34.76","643","True"
"341","Royal Potato","55","4.93","948","True"
"342","Shimmering Cucumber","56","35.89","969","True"
"343","Shady Daisy","77","185.87","954","True"
"344","Budding Tarragon","75","103.14","127","True"
"345","Silver String of Dolphins","56","129.68","235","True"
"346","Delicate Panda Plant","6","181.31","611","True"
"347","Hardy Daffodil","94","6.14","680","True"
"348","Fragrant String of Dolphins","30","196.10","929","True"
"349","Robust Cucumber","33","10.98","670","True"
"350","Blooming Sunflower","95","156.41","965","True"
"351","Shimmering Spinach","16","48.46","116","True"
"352","Classic Ghost Plant","80","80.16","325","True"
"353","Exotic Jade Plant","11","57.75","872","True"
"354","Hearty Rose","68","12.87","537","True"
"355","Elegant Zebra Haworthia","49","139.62","103","True"
"356","Woody Sunflower","59","148.16","955","True"
"357","Delicate String of Pearls","77","169.87","602","True"
"358","Woody Dill","1","83.61","156","True"
"359","Medicinal Sunflower","54","129.22","947","True"
"360","Broadleaf Panda Plant","88","124.82","852","True"
"361","Trailing Thyme","75","88.17","908","True"
"362","Colorful String of Pearls","53","11.88","175","True"
"363","Miniature Rose","25","177.35","355","True"
"364","Aromatic Tarragon","25","86.31","273","True"
"365","Delicate Blueberry","29","149.52","294","True"
"366","Vibrant Panda Plant","88","165.40","638","True"
"367","Giant Crown of Thorns","93","4.93","673","True"
"368","Thorny Apple","30","121.37","950","True"
"369","Sweet Parsley","43","38.87","265","True"
"370","Textured Orchid","30","49.02","866","True"
"371","Robust Parsley","27","125.98","315","True"
"372","Miniature Mint","14","184.96","486","True"
"373","Royal Basil","72","2.12","378","True"
"374","Smooth String of Pearls","6","186.31","890","True"
"375","Aromatic Apple","19","155.82","573","True"
"376","Bold Christmas Cactus","49","61.49","198","True"
"377","Shimmering Panda Plant","55","167.99","394","True"
"378","Evergreen Sunflower","95","24.22","881","True"
"379","Broadleaf Crown of Thorns","43","65.12","289","True"
"380","Elegant Oregano","30","43.71","876","True"
"381","Prickly String of Dolphins","52","34.73","755","True"
"382","Textured Basil","59","116.52","392","True"
"383","Leafy String of Pearls","40","106.29","847","True"
"384","Royal Sunflower","90","143.10","744","True"
"385","Shady Cilantro","55","23.54","327","True"
"386","Textured Lavender","49","78.63","425","True"
"387","Robust Cilantro","64","192.52","355","True"
"388","Frosty Tomato","16","103.60","407","True"
"389","Lush Lithops","94","63.04","119","True"
"390","Exotic Echeveria","19","72.41","536","True"
"391","Colorful Tomato","26","13.40","310","True"
"392","Elegant Lettuce","13","83.62","79","True"
"393","Trailing String of Dolphins","83","157.73","129","True"
"394","Soft Aloe Vera","52","8.78","723","True"
"395","Sunny Tarragon","16","26.50","255","True"
"396","Golden Ghost Plant","27","0.37","236","True"
"397","Medicinal Daffodil","54","79.12","746","True"
"398","Thorny Lithops","64","98.53","282","True"
"399","Woody Cucumber","41","16.99","712","True"
"400","Aromatic Jade Plant","33","3.28","295","True"
"401","Spiky String of Dolphins","96","142.02","72","True"
"402","Cascading Jade Plant","38","182.65","604","True"
"403","Bright Aloe Vera","48","68.19","230","True"
"404","Miniature Lily","22","52.30","293","True"
"405","Thorny Strawberry","6","199.08","85","True"
"406","Classic Pepper","27","56.59","68","True"
"407","Elegant Daisy","29","5.62","774","True"
"408","Textured Zebra Haworthia","4","33.96","362","True"
"409","Spiky Panda Plant","28","108.48","664","True"
"410","Golden Rose","94","85.99","475","True"
"411","Medicinal Lily","80","34.78","659","True"
"412","Golden Spinach","89","155.00","984","True"
"413","Elegant Dill","33","195.25","842","True"
"414","Sunny Spinach","52","111.27","780","True"
"415","Lush Orchid","41","167.09","284","True"
"416","Woody Mint","4","133.14","618","True"
"417","Budding Lettuce","75","77.59","694","True"
"418","Spiky Orchid","27","98.90","199","True"
"419","Verdant Daffodil","27","97.31","104","True"
"420","Prickly Pepper","1","104.06","65","True"
"421","Bulbous Cilantro","48","81.42","315","True"
"422","Textured Crown of Thorns","52","174.21","854","True"
"423","Fragrant Ghost Plant","6","32.79","29","True"
"424","Wild Spinach","27","61.80","713","True"
"425","Bright Spinach","90","165.84","986","True"
"426","Hardy Lettuce","22","23.37","943","True"
"427","Cascading Daffodil","75","9.29","177","True"
"428","Exotic Lemon","68","111.81","587","True"
"429","Textured Jade Plant","33","106.87","805","True"
"430","Exotic Sage","8","85.82","120","True"
"431","Bold Spinach","33","121.76","943","True"
"432","Bushy Spinach","27","19.84","386","True"
"433","Vibrant Lemon","93","164.60","758","True"
"434","Sunny Tomato","95","154.06","970","True"
"435","Blooming Dill","26","27.21","484","True"
"436","Thorny Peony","41","178.52","791","True"
"437","Blooming Oregano","88","193.33","223","True"
"438","Budding Aloe Vera","53","179.53","318","True"
"439","Glossy Lemon","75","43.10","101","True"
"440","Elegant Tarragon","54","116.81","17","True"
"441","Glossy Crown of Thorns","17","74.89","167","True"
"442","Bulbous Cucumber","90","163.16","395","True"
"443","Shady Crown of Thorns","84","38.29","715","True"
"444","Classic Chrysanthemum","64","28.49","153","True"
"445","Royal Cucumber","90","49.20","498","True"
"446","Classic String of Pearls","13","95.72","639","True"
"447","Silver Christmas Cactus","40","26.02","779","True"
"448","Smooth Chives","74","179.49","26","True"
"449","Bushy Potato","54","104.34","260","True"
"450","Elegant Carrot","19","83.98","730","True"
"451","Hearty Lithops","68","130.69","574","True"
"452","Bushy Dill","19","22.26","361","True"
"453","Woody Ghost Plant","1","188.85","68","True"
"454","Shady Pepper","94","88.04","821","True"
"455","Elegant String of Dolphins","25","63.64","661","True"
"456","Textured Oregano","77","174.51","773","True"
"457","Wild String of Dolphins","75","23.77","669","True"
"458","Shimmering Lavender","74","16.65","78","True"
"459","Blooming Chives","4","158.39","37","True"
"460","Soft Lithops","38","99.03","591","True"
"461","Classic Spinach","75","130.50","421","True"
"462","Exotic Dill","1","25.44","853","True"
"463","Sunny Dill","11","200.27","672","True"
"464","Budding Daisy","13","192.63","794","True"
"465","Hardy Lavender","40","44.04","70","True"
"466","Hearty Lily","17","48.70","140","True"
"467","Hardy Christmas Cactus","8","142.34","592","True"
"468","Elegant Thyme","56","112.29","189","True"
"469","Robust Ghost Plant","48","100.61","123","True"
"470","Sunny Orchid","38","69.34","867","True"
"471","Evergreen Tarragon","64","190.83","424","True"
"472","Dwarf Peony","33","17.80","669","True"
"473","Wild Chives","83","143.65","916","True"
"474","Vibrant Tomato","48","97.47","627","True"
"475","Blooming Panda Plant","6","24.12","148","True"
"476","Hearty Panda Plant","14","163.37","808","True"
"477","Spiky Sage","89","56.56","909","True"
"478","Fresh Panda Plant","8","151.86","197","True"
"479","Bold Peony","6","52.63","193","True"
"480","Exotic Christmas Cactus","38","159.25","201","True"
"481","Dwarf Marigold","64","68.55","258","True"
"482","Cascading Strawberry","11","139.69","769","True"
"483","Bold Blueberry","80","60.32","587","True"
"484","Textured Parsley","74","122.79","630","True"
"485","Lush Thyme","6","35.84","781","True"
"486","Trailing Zebra Haworthia","82","174.62","253","True"
"487","Sunny Lavender","80","7.82","339","True"
"488","Prickly Peony","89","19.80","967","True"
"489","Dwarf Pepper","88","123.51","187","True"
"490","Tropical Christmas Cactus","14","119.04","34","True"
"491","Medicinal Lettuce","30","112.91","227","True"
"492","Broadleaf Aloe Vera","22","57.79","553","True"
"493","Exuberant Dill","19","183.82","778","True"
"494","Aromatic Sage","41","59.89","415","True"
"495","Dwarf String of Dolphins","88","1.82","247","True"
"496","Bushy Jade Plant","14","120.27","522","True"
"497","Exotic Lithops","5","199.69","705","True"
"498","Graceful Lily","19","130.89","732","True"
"499","Colorful Potato","95","98.81","757","True"
"500","Broadleaf Strawberry","17","90.67","500","True"
"501","Wild String of Pearls","74","21.04","808","True"
"502","Cascading Aloe Vera","94","127.31","808","True"
"503","Frosty Basil","75","30.25","527","True"
"504","Bright Daisy","35","119.16","305","True"
"505","Woody String of Dolphins","82","170.14","599","True"
"506","Classic Rose","38","186.90","676","True"
"507","Classic Panda Plant","13","170.69","569","True"
"508","Glossy Rose","80","190.07","975","True"
"509","Smooth Dill","77","171.42","41","True"
"510","Classic Potato","90","71.17","936","True"
"511","Prickly Sunflower","8","166.75","880","True"
"512","Delicate Aloe Vera","41","17.65","320","True"
"513","Wild Crown of Thorns","33","198.48","536","True"
"514","Leafy Daffodil","16","119.73","627","True"
"515","Textured Sage","49","148.36","74","True"
"516","Delicate Tarragon","14","26.60","366","True"
"517","Compact Strawberry","94","191.27","813","True"
"518","Smooth Tulip","82","192.02","100","True"
"519","Elegant Rose","94","131.48","528","True"
"520","Dwarf Crown of Thorns","11","149.24","861","True"
"521","Glossy String of Dolphins","40","146.42","917","True"
"522","Hearty Daffodil","90","109.58","939","True"
"523","Graceful Carrot","52","87.34","407","True"
"524","Textured Ghost Plant","64","190.61","790","True"
"525","Sweet Echeveria","74","187.10","443","True"
"526","Compact Tomato","88","141.93","261","True"
"527","Medicinal Carrot","64","190.24","195","True"
"528","Bright Potato","8","32.19","664","True"
"529","Aromatic Panda Plant","1","93.81","498","True"
"530","Silver Zebra Haworthia","19","175.45","784","True"
"531","Woody Cilantro","68","116.32","306","True"
"532","Vibrant Spinach","35","192.06","453","True"
"533","Smooth Parsley","25","83.45","907","True"
"534","Delicate Lemon","13","152.31","367","True"
"535","Exuberant Chrysanthemum","75","4.81","136","True"
"536","Verdant Ghost Plant","28","55.09","359","True"
"537","Bushy Pepper","19","109.21","749","True"
"538","Golden Peony","56","49.10","398","True"
"539","Compact Lemon","77","147.41","265","True"
"540","Trailing Chives","88","147.44","865","True"
"541","Blooming Crown of Thorns","93","46.49","690","True"
"542","Exuberant Aloe Vera","27","190.00","581","True"
"543","Elegant Potato","35","180.95","153","True"
"544","Wild Blueberry","88","24.05","480","True"
"545","Tropical Blueberry","84","5.29","512","True"
"546","Shady Christmas Cactus","64","57.90","473","True"
"547","Lush Chrysanthemum","8","189.43","939","True"
"548","Soft Tomato","55","90.55","565","True"
"549","Smooth Jade Plant","16","88.41","810","True"
"550","Fresh Chrysanthemum","48","151.99","235","True"
"551","Blooming Zebra Haworthia","28","17.35","317","True"
"552","Lush Lily","6","193.84","910","True"
"553","Budding Sunflower","43","33.00","208","True"
"554","Medicinal Lemon","80","194.43","996","True"
"555","Bulbous Rosemary","1","72.86","470","True"
"556","Prickly Strawberry","83","35.20","907","True"
"557","Elegant Mint","11","31.95","887","True"
"558","Medicinal Dill","4","130.90","693","True"
"559","Hardy Tulip","14","147.64","772","True"
"560","Tropical Panda Plant","14","22.19","394","True"
"561","Hardy Tarragon","28","104.50","42","True"
"562","Shimmering Sunflower","19","117.84","845","True"
"563","Aromatic Lily","53","149.38","389","True"
"564","Classic Cucumber","5","27.22","208","True"
"565","Silver Peony","27","142.45","412","True"
"566","Frosty Panda Plant","19","157.82","131","True"
"567","Medicinal Basil","8","182.66","922","True"
"568","Broadleaf Spinach","19","192.36","383","True"
"569","Smooth Potato","22","157.53","536","True"
"570","Bright Peony","29","194.54","266","True"
"571","Leafy Jade Plant","55","200.43","671","True"
"572","Golden Dill","83","144.02","418","True"
"573","Spiky Blueberry","1","8.36","605","True"
"574","Cascading Thyme","84","116.88","425","True"
"575","Cascading Basil","82","183.30","135","True"
"576","Delicate Cilantro","41","29.95","251","True"
"577","Bold Daffodil","89","192.50","132","True"
"578","Textured Strawberry","49","66.72","542","True"
"579","Textured Chives","93","179.60","756","True"
"580","Woody Tulip","88","48.34","316","True"
"581","Delicate Tulip","68","53.28","515","True"
"582","Shady Lily","88","92.83","797","True"
"583","Golden Pepper","83","60.05","751","True"
"584","Budding Rosemary","33","157.38","319","True"
"585","Thorny Rose","80","153.62","550","True"
"586","Exotic String of Pearls","84","75.70","406","True"
"587","Textured Lemon","53","107.45","126","True"
"588","Vibrant Carrot","29","0.94","131","True"
"589","Sweet Ghost Plant","11","88.12","681","True"
